,player,nationality,position,squad,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,minutes_90s,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_og_for,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
126,Joaquín Correa,ar ARG,"FW,MF",Lazio,24,1994,30.0,22.0,2002.0,9.0,2.0,0.0,0.0,0.0,0.0,0.4,0.09,0.49,0.4,0.49,9.8,9.8,2.8,0.44,0.13,0.57,0.44,0.57,22.2,77.0,37.0,1.0,48.1,3.46,1.66,0.12,0.24,0.13,-0.8,-0.8,578.0,697.0,82.9,8842.0,1719.0,29.0,52.0,55.8,474.0,555.0,85.4,75.0,90.0,83.3,-0.8,32.0,31.0,34.0,1.0,67.0,665.0,32.0,2.0,4.0,176.0,11.0,9.0,9.0,3.0,1.0,0.0,554.0,98.0,45.0,71.0,586.0,17.0,7.0,9.0,3.0,5.0,17.0,20.0,110.0,4.95,70.0,3.0,16.0,4.0,17.0,14.0,0.63,9.0,0.0,2.0,0.0,3.0,0.0,15.0,11.0,5.0,7.0,3.0,3.0,23.0,13.0,20.0,357.0,95.0,26.6,43.0,148.0,166.0,8.0,2.0,0.0,6.0,7.0,9.0,0.0,989.0,11.0,48.0,411.0,621.0,167.0,957.0,53.0,83.0,63.9,61.0,4.0,814.0,5947.0,3838.0,1128.0,808.0,71.6,52.0,40.0,0.0,18.0,49.0,6.0,3.0,0.0,0.0,86.0,16.0,46.0,25.8
127,Angelo da Costa Júnior,br BRA,GK,Bologna,35,1983,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,28.0,89.3,575.0,294.0,0.0,0.0,0.0,17.0,17.0,100.0,8.0,11.0,72.7,0.0,0.0,0.0,0.0,0.0,0.0,21.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,4.0,0.0,23.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,20.0,27.0,1.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,19.0,60.0,31.0,15.0,15.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
128,Douglas Costa,br BRA,"FW,MF",Juventus,28,1990,23.0,7.0,802.0,1.0,4.0,0.0,0.0,1.0,0.0,0.11,0.45,0.56,0.11,0.56,1.1,1.1,3.4,0.12,0.38,0.5,0.12,0.5,8.9,20.0,8.0,0.0,40.0,2.24,0.9,0.05,0.13,0.06,-0.1,-0.1,392.0,490.0,80.0,7019.0,1884.0,10.0,29.0,34.5,305.0,342.0,89.2,77.0,119.0,64.7,0.6,33.0,35.0,13.0,4.0,57.0,460.0,30.0,3.0,0.0,59.0,28.0,40.0,15.0,6.0,4.0,3.0,340.0,81.0,69.0,425.0,41.0,6.0,11.0,7.0,2.0,12.0,7.0,19.0,51.0,5.72,39.0,6.0,5.0,0.0,1.0,6.0,0.67,5.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,4.0,1.0,0.0,1.0,10.0,10.0,9.0,115.0,25.0,21.7,22.0,52.0,41.0,10.0,0.0,0.0,10.0,6.0,3.0,0.0,613.0,6.0,61.0,301.0,315.0,43.0,584.0,36.0,58.0,62.1,39.0,3.0,510.0,3983.0,2429.0,572.0,503.0,87.9,26.0,22.0,0.0,10.0,10.0,3.0,0.0,0.0,0.0,53.0,1.0,7.0,12.5
129,Alessio Cragno,it ITA,GK,Cagliari,25,1994,16.0,16.0,1440.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,475.0,64.2,9238.0,6113.0,4.0,4.0,100.0,152.0,154.0,98.7,149.0,317.0,47.0,0.0,1.0,4.0,1.0,0.0,0.0,261.0,214.0,57.0,0.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,198.0,23.0,254.0,40.0,347.0,0.0,0.0,67.0,2.0,13.0,1.0,1.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,528.0,481.0,526.0,3.0,0.0,0.0,317.0,0.0,0.0,0.0,0.0,0.0,169.0,1117.0,754.0,145.0,144.0,99.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0
130,Domenico Criscito,it ITA,DF,Genoa,32,1986,26.0,24.0,2053.0,8.0,0.0,7.0,9.0,7.0,0.0,0.35,0.0,0.35,0.04,0.04,7.2,0.3,1.4,0.31,0.06,0.38,0.01,0.08,22.8,13.0,2.0,1.0,15.4,0.57,0.09,0.08,0.5,0.03,0.8,0.7,964.0,1250.0,77.1,20196.0,7598.0,6.0,26.0,23.1,722.0,807.0,89.5,236.0,417.0,56.6,-1.4,22.0,84.0,31.0,10.0,149.0,1033.0,217.0,57.0,2.0,152.0,54.0,76.0,20.0,9.0,8.0,1.0,700.0,228.0,322.0,916.0,135.0,42.0,140.0,1.0,7.0,19.0,18.0,24.0,34.0,1.49,26.0,7.0,0.0,0.0,1.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,69.0,44.0,46.0,17.0,6.0,27.0,61.0,44.3,34.0,310.0,99.0,31.9,174.0,104.0,32.0,53.0,15.0,0.0,38.0,52.0,83.0,1.0,1522.0,119.0,581.0,695.0,327.0,21.0,1309.0,9.0,11.0,81.8,10.0,2.0,812.0,4045.0,2458.0,886.0,851.0,96.0,11.0,5.0,0.0,30.0,41.0,0.0,0.0,1.0,0.0,201.0,28.0,16.0,63.6
131,Bryan Cristante,it ITA,MF,Roma,24,1995,26.0,18.0,1616.0,1.0,3.0,0.0,0.0,7.0,1.0,0.06,0.17,0.22,0.06,0.22,1.2,1.2,1.6,0.07,0.09,0.16,0.07,0.16,18.0,29.0,9.0,0.0,31.0,1.62,0.5,0.03,0.11,0.04,-0.2,-0.2,915.0,1072.0,85.4,19507.0,5779.0,2.0,22.0,9.1,651.0,717.0,90.8,262.0,333.0,78.7,1.4,21.0,137.0,22.0,0.0,114.0,1044.0,28.0,26.0,6.0,196.0,36.0,7.0,1.0,0.0,0.0,1.0,787.0,117.0,168.0,143.0,895.0,25.0,1.0,1.0,2.0,13.0,17.0,18.0,41.0,2.28,34.0,1.0,1.0,3.0,2.0,5.0,0.28,5.0,0.0,0.0,0.0,0.0,0.0,25.0,14.0,7.0,14.0,4.0,10.0,27.0,37.0,17.0,301.0,71.0,23.6,98.0,150.0,53.0,21.0,4.0,0.0,17.0,26.0,31.0,0.0,1229.0,44.0,294.0,803.0,227.0,21.0,1201.0,14.0,17.0,82.4,14.0,0.0,854.0,5739.0,3080.0,985.0,935.0,94.9,11.0,16.0,0.0,32.0,6.0,0.0,0.0,1.0,0.0,165.0,13.0,24.0,35.1
132,Sebastián Cristóforo,uy URU,MF,Fiorentina,25,1993,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.15,0.15,0.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,49.0,83.7,737.0,334.0,1.0,3.0,33.3,32.0,34.0,94.1,8.0,12.0,66.7,-0.2,3.0,0.0,0.0,0.0,5.0,40.0,9.0,3.0,0.0,2.0,2.0,5.0,6.0,0.0,3.0,2.0,35.0,4.0,10.0,2.0,43.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,3.0,1.0,1.0,2.0,6.0,33.3,4.0,19.0,8.0,42.1,10.0,7.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,62.0,3.0,21.0,23.0,18.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,34.0,95.0,42.0,33.0,31.0,93.9,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
133,Juan Cuadrado,co COL,DF,Juventus,31,1988,33.0,28.0,2654.0,2.0,5.0,0.0,0.0,7.0,1.0,0.07,0.17,0.24,0.07,0.24,1.4,1.4,4.5,0.05,0.15,0.2,0.05,0.2,29.5,20.0,5.0,0.0,25.0,0.68,0.17,0.1,0.4,0.07,0.6,0.6,2054.0,2321.0,88.5,37739.0,14000.0,22.0,49.0,44.9,1657.0,1763.0,94.0,375.0,509.0,73.7,0.5,45.0,171.0,52.0,19.0,259.0,2073.0,248.0,44.0,7.0,211.0,72.0,86.0,0.0,0.0,0.0,0.0,1639.0,415.0,267.0,199.0,1861.0,41.0,204.0,10.0,3.0,24.0,27.0,35.0,103.0,3.49,89.0,2.0,4.0,1.0,7.0,10.0,0.34,9.0,0.0,0.0,0.0,1.0,0.0,74.0,40.0,39.0,29.0,6.0,30.0,64.0,46.9,34.0,345.0,103.0,29.9,151.0,141.0,53.0,51.0,9.0,0.0,42.0,36.0,55.0,0.0,2671.0,70.0,651.0,1448.0,812.0,54.0,2444.0,51.0,80.0,63.8,55.0,0.0,1880.0,10523.0,7353.0,2102.0,1970.0,93.7,22.0,30.0,0.0,28.0,79.0,3.0,1.0,0.0,0.0,257.0,17.0,24.0,41.5
134,Jaume Cuéllar,bo BOL,"FW,MF",SPAL,17,2001,2.0,1.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,87.5,232.0,14.0,0.0,0.0,0.0,11.0,13.0,84.6,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,14.0,4.0,28.6,0.0,5.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,0.0,0.0,13.0,12.0,1.0,23.0,2.0,2.0,100.0,2.0,0.0,15.0,94.0,41.0,30.0,20.0,66.7,2.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
135,Felipe Curcio,br BRA,DF,Brescia,26,1993,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,66.7,114.0,53.0,0.0,0.0,0.0,8.0,10.0,80.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,11.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,3.0,4.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0,7.0,4.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,10.0,113.0,102.0,9.0,9.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,100.0
136,Patrick Cutrone,it ITA,FW,Fiorentina,21,1998,19.0,9.0,838.0,4.0,1.0,0.0,0.0,1.0,0.0,0.43,0.11,0.54,0.43,0.54,4.1,4.1,1.0,0.44,0.11,0.55,0.44,0.55,9.3,22.0,12.0,0.0,54.5,2.36,1.29,0.18,0.33,0.19,-0.1,-0.1,120.0,169.0,71.0,1694.0,290.0,4.0,13.0,30.8,104.0,131.0,79.4,12.0,25.0,48.0,0.0,7.0,2.0,8.0,1.0,9.0,165.0,4.0,0.0,2.0,49.0,1.0,5.0,0.0,0.0,0.0,0.0,108.0,41.0,20.0,28.0,116.0,12.0,1.0,3.0,0.0,4.0,4.0,6.0,18.0,1.93,12.0,0.0,0.0,3.0,3.0,3.0,0.32,2.0,0.0,0.0,0.0,1.0,0.0,8.0,6.0,3.0,2.0,3.0,0.0,15.0,0.0,15.0,227.0,49.0,21.6,31.0,95.0,101.0,9.0,2.0,0.0,7.0,2.0,5.0,0.0,275.0,10.0,30.0,116.0,143.0,46.0,271.0,7.0,13.0,53.8,7.0,0.0,182.0,1112.0,497.0,417.0,204.0,48.9,33.0,11.0,0.0,8.0,10.0,11.0,1.0,0.0,0.0,37.0,10.0,37.0,21.3
137,Lennart-Marten Czyborra,de GER,DF,Atalanta,20,1999,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,80.0,104.0,3.0,0.0,0.0,0.0,8.0,10.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,57.1,1.0,3.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,13.0,0.0,1.0,8.0,5.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,9.0,32.0,14.0,15.0,10.0,66.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,Marco D'Alessandro,it ITA,"MF,DF",SPAL,28,1991,15.0,10.0,781.0,2.0,0.0,0.0,0.0,0.0,1.0,0.23,0.0,0.23,0.23,0.23,0.6,0.6,1.0,0.07,0.12,0.18,0.07,0.18,8.7,6.0,3.0,0.0,50.0,0.69,0.35,0.33,0.67,0.1,1.4,1.4,191.0,259.0,73.7,2865.0,829.0,6.0,24.0,25.0,164.0,196.0,83.7,21.0,39.0,53.8,-1.0,14.0,8.0,10.0,3.0,25.0,250.0,9.0,0.0,0.0,43.0,7.0,27.0,1.0,0.0,0.0,0.0,174.0,43.0,42.0,33.0,212.0,5.0,8.0,1.0,0.0,6.0,3.0,17.0,22.0,2.54,18.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,9.0,6.0,7.0,6.0,3.0,11.0,27.3,8.0,134.0,39.0,29.1,42.0,52.0,40.0,12.0,0.0,0.0,12.0,4.0,7.0,0.0,352.0,9.0,69.0,145.0,177.0,25.0,343.0,19.0,28.0,67.9,19.0,3.0,263.0,2620.0,1709.0,299.0,254.0,84.9,16.0,7.0,0.0,3.0,9.0,1.0,0.0,0.0,0.0,33.0,0.0,8.0,0.0
139,Danilo D'Ambrosio,it ITA,DF,Inter,30,1988,22.0,15.0,1402.0,4.0,0.0,0.0,0.0,6.0,0.0,0.26,0.0,0.26,0.26,0.26,1.8,1.8,1.4,0.12,0.09,0.21,0.12,0.21,15.6,7.0,4.0,0.0,57.1,0.45,0.26,0.57,1.0,0.26,2.2,2.2,768.0,902.0,85.1,14021.0,4609.0,11.0,25.0,44.0,609.0,671.0,90.8,148.0,206.0,71.8,-1.4,8.0,43.0,13.0,3.0,77.0,800.0,102.0,13.0,1.0,78.0,14.0,17.0,0.0,0.0,0.0,0.0,624.0,153.0,125.0,210.0,568.0,22.0,89.0,6.0,2.0,9.0,8.0,15.0,16.0,1.03,12.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,20.0,18.0,9.0,7.0,14.0,36.0,38.9,22.0,277.0,76.0,27.4,96.0,129.0,52.0,24.0,5.0,0.0,19.0,14.0,30.0,0.0,1039.0,67.0,348.0,546.0,203.0,26.0,943.0,12.0,20.0,60.0,12.0,0.0,676.0,2992.0,1764.0,775.0,714.0,92.1,11.0,7.0,0.0,35.0,19.0,4.0,0.0,0.0,0.0,119.0,20.0,17.0,54.1
140,Felice D'Amico,it ITA,MF,Sampdoria,18,2000,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,1.02,1.02,1.02,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.03,0.0,0.0,4.0,5.0,80.0,49.0,14.0,0.0,0.0,0.0,4.0,5.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,0.0,5.0,1.0,20.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,3.0,5.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,39.0,9.0,6.0,5.0,83.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,Jacopo Da Riva,it ITA,FW,Atalanta,18,2000,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2.1,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,24.0,9.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,4.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,Bryan Dabo,bf BFA,MF,SPAL,27,1992,16.0,13.0,1122.0,1.0,4.0,0.0,0.0,4.0,0.0,0.08,0.32,0.4,0.08,0.4,0.7,0.7,0.8,0.05,0.06,0.12,0.05,0.12,12.5,8.0,3.0,0.0,37.5,0.64,0.24,0.13,0.33,0.1,0.3,0.3,500.0,578.0,86.5,8394.0,1885.0,12.0,20.0,60.0,407.0,447.0,91.1,81.0,111.0,73.0,3.2,12.0,52.0,5.0,0.0,47.0,566.0,12.0,7.0,0.0,113.0,7.0,4.0,0.0,0.0,0.0,0.0,460.0,73.0,45.0,109.0,440.0,12.0,4.0,5.0,1.0,5.0,5.0,8.0,26.0,2.09,23.0,1.0,0.0,1.0,1.0,4.0,0.32,3.0,0.0,0.0,1.0,0.0,0.0,28.0,14.0,14.0,11.0,3.0,4.0,18.0,22.2,14.0,212.0,60.0,28.3,79.0,94.0,39.0,17.0,3.0,0.0,14.0,11.0,13.0,0.0,700.0,22.0,151.0,445.0,167.0,12.0,689.0,12.0,23.0,52.2,14.0,0.0,506.0,3240.0,1812.0,590.0,534.0,90.5,16.0,12.0,0.0,17.0,22.0,1.0,0.0,0.0,0.0,81.0,13.0,8.0,61.9
143,Felipe dal Belo,br BRA,DF,SPAL,35,1984,15.0,11.0,997.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.06,0.0,0.06,0.06,0.06,11.1,6.0,2.0,0.0,33.3,0.54,0.18,0.0,0.0,0.1,-0.6,-0.6,389.0,467.0,83.3,8321.0,3279.0,2.0,17.0,11.8,272.0,294.0,92.5,115.0,156.0,73.7,0.0,1.0,20.0,3.0,1.0,32.0,426.0,41.0,21.0,1.0,56.0,14.0,4.0,0.0,0.0,0.0,0.0,287.0,63.0,117.0,388.0,35.0,15.0,20.0,1.0,4.0,7.0,5.0,12.0,6.0,0.54,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,7.0,7.0,0.0,9.0,18.0,50.0,9.0,112.0,32.0,28.6,59.0,52.0,1.0,21.0,12.0,0.0,9.0,8.0,36.0,0.0,556.0,79.0,275.0,268.0,41.0,7.0,516.0,2.0,4.0,50.0,2.0,0.0,332.0,1623.0,838.0,364.0,355.0,97.5,2.0,0.0,0.0,20.0,9.0,1.0,0.0,1.0,0.0,81.0,16.0,9.0,64.0
144,Christian Dalle Mura,it ITA,MF,Fiorentina,17,2002,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,Danilo,br BRA,DF,Juventus,28,1991,22.0,16.0,1440.0,2.0,0.0,0.0,0.0,4.0,1.0,0.12,0.0,0.12,0.12,0.12,0.7,0.7,0.6,0.04,0.04,0.08,0.04,0.08,16.0,14.0,4.0,0.0,28.6,0.87,0.25,0.14,0.5,0.05,1.3,1.3,1050.0,1218.0,86.2,18748.0,6022.0,9.0,30.0,30.0,856.0,920.0,93.0,185.0,268.0,69.0,-0.6,12.0,87.0,19.0,3.0,112.0,1098.0,120.0,14.0,1.0,128.0,20.0,30.0,0.0,0.0,0.0,0.0,849.0,194.0,175.0,118.0,959.0,22.0,106.0,2.0,1.0,15.0,15.0,27.0,35.0,2.19,29.0,0.0,1.0,3.0,2.0,4.0,0.25,3.0,0.0,0.0,1.0,0.0,0.0,34.0,17.0,20.0,7.0,7.0,14.0,25.0,56.0,11.0,154.0,50.0,32.5,64.0,63.0,27.0,22.0,4.0,0.0,18.0,23.0,47.0,0.0,1372.0,62.0,361.0,745.0,344.0,18.0,1254.0,14.0,22.0,63.6,15.0,0.0,916.0,3886.0,2518.0,1037.0,984.0,94.9,7.0,7.0,1.0,20.0,14.0,2.0,0.0,1.0,0.0,140.0,17.0,13.0,56.7
146,Andrea Danzi,it ITA,MF,Hellas Verona,20,1999,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,23.0,21.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
