,player,nationality,position,squad,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,minutes_90s,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_og_for,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
102,Charles,br BRA,FW,Eibar,35,1984,30.0,13.0,1301.0,6.0,0.0,1.0,2.0,8.0,0.0,0.42,0.0,0.42,0.35,0.35,4.5,3.0,0.8,0.31,0.06,0.37,0.2,0.26,14.5,23.0,9.0,0.0,39.1,1.59,0.62,0.22,0.56,0.13,1.5,2.0,237.0,346.0,68.5,3241.0,415.0,17.0,32.0,53.1,195.0,277.0,70.4,25.0,37.0,67.6,-0.8,10.0,14.0,4.0,1.0,13.0,312.0,34.0,0.0,2.0,99.0,1.0,2.0,0.0,0.0,0.0,0.0,153.0,105.0,88.0,14.0,229.0,50.0,5.0,12.0,1.0,9.0,7.0,13.0,24.0,1.66,17.0,0.0,1.0,1.0,5.0,2.0,0.14,1.0,0.0,0.0,0.0,1.0,0.0,13.0,6.0,2.0,7.0,4.0,2.0,13.0,15.4,11.0,228.0,52.0,22.8,11.0,101.0,116.0,12.0,3.0,0.0,9.0,7.0,7.0,0.0,475.0,6.0,25.0,246.0,219.0,51.0,439.0,4.0,6.0,66.7,4.0,0.0,217.0,735.0,297.0,670.0,326.0,48.7,34.0,17.0,0.0,41.0,21.0,7.0,1.0,0.0,0.0,67.0,51.0,89.0,36.4
103,Pablo Chavarría,ar ARG,"FW,MF",Mallorca,31,1988,13.0,1.0,209.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.7,0.24,0.29,0.53,0.24,0.53,2.3,5.0,0.0,0.0,0.0,2.15,0.0,0.0,0.0,0.11,-0.6,-0.6,40.0,63.0,63.5,494.0,91.0,4.0,8.0,50.0,34.0,47.0,72.3,2.0,8.0,25.0,-0.7,2.0,0.0,1.0,0.0,3.0,62.0,1.0,0.0,0.0,24.0,2.0,6.0,0.0,0.0,0.0,0.0,28.0,17.0,18.0,11.0,29.0,10.0,1.0,0.0,0.0,3.0,1.0,3.0,5.0,2.15,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,69.0,10.0,14.5,18.0,22.0,29.0,3.0,1.0,0.0,2.0,1.0,2.0,0.0,95.0,3.0,6.0,38.0,57.0,17.0,94.0,0.0,0.0,0.0,0.0,0.0,48.0,406.0,246.0,129.0,75.0,58.1,11.0,4.0,0.0,14.0,4.0,7.0,0.0,0.0,0.0,9.0,18.0,11.0,62.1
104,Pape Cheikh Diop,es ESP,MF,Celta Vigo,21,1997,16.0,6.0,599.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.15,0.15,0.0,0.15,0.1,0.1,0.3,0.02,0.04,0.06,0.02,0.06,6.7,2.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.06,-0.1,-0.1,238.0,264.0,90.2,4096.0,947.0,8.0,10.0,80.0,187.0,207.0,90.3,43.0,47.0,91.5,0.7,5.0,19.0,2.0,0.0,19.0,255.0,9.0,5.0,1.0,49.0,4.0,0.0,0.0,0.0,0.0,0.0,213.0,31.0,20.0,31.0,213.0,13.0,4.0,1.0,0.0,3.0,2.0,3.0,11.0,1.65,7.0,0.0,1.0,0.0,3.0,4.0,0.6,1.0,0.0,1.0,0.0,2.0,0.0,12.0,6.0,6.0,4.0,2.0,3.0,14.0,21.4,11.0,143.0,38.0,26.6,44.0,72.0,27.0,3.0,2.0,0.0,1.0,5.0,4.0,0.0,322.0,11.0,71.0,214.0,70.0,7.0,315.0,6.0,8.0,75.0,6.0,0.0,235.0,1626.0,871.0,268.0,228.0,85.1,9.0,9.0,1.0,24.0,17.0,0.0,0.0,0.0,0.0,61.0,3.0,8.0,27.3
105,Chema,es ESP,DF,Getafe,27,1992,4.0,3.0,309.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.04,0.0,0.04,0.04,0.04,3.4,3.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.04,-0.1,-0.1,76.0,123.0,61.8,1998.0,714.0,1.0,2.0,50.0,44.0,57.0,77.2,31.0,64.0,48.4,0.0,0.0,8.0,0.0,0.0,6.0,113.0,10.0,9.0,0.0,12.0,8.0,1.0,0.0,0.0,0.0,0.0,49.0,16.0,58.0,84.0,9.0,21.0,1.0,1.0,3.0,8.0,0.0,3.0,1.0,0.29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,23.0,12.0,52.2,7.0,15.0,1.0,3.0,0.0,0.0,3.0,5.0,18.0,0.0,155.0,14.0,69.0,86.0,8.0,5.0,146.0,1.0,1.0,100.0,1.0,0.0,66.0,347.0,179.0,65.0,63.0,96.9,2.0,2.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,57.0,14.0,14.0,50.0
106,Denis Cheryshev,ru RUS,"MF,FW",Valencia,28,1990,24.0,9.0,926.0,1.0,2.0,0.0,0.0,5.0,0.0,0.1,0.19,0.29,0.1,0.29,2.9,2.9,1.2,0.28,0.12,0.4,0.28,0.4,10.3,21.0,7.0,0.0,33.3,2.04,0.68,0.05,0.14,0.14,-1.9,-1.9,240.0,349.0,68.8,4058.0,1037.0,7.0,20.0,35.0,196.0,253.0,77.5,37.0,76.0,48.7,0.8,8.0,14.0,12.0,6.0,32.0,336.0,13.0,2.0,1.0,61.0,13.0,41.0,0.0,0.0,0.0,0.0,222.0,62.0,65.0,250.0,61.0,17.0,11.0,3.0,4.0,14.0,8.0,21.0,18.0,1.75,15.0,0.0,0.0,0.0,3.0,4.0,0.39,4.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,5.0,3.0,4.0,4.0,22.0,18.2,18.0,173.0,37.0,21.4,55.0,84.0,34.0,24.0,1.0,0.0,23.0,7.0,9.0,0.0,480.0,12.0,83.0,212.0,217.0,49.0,469.0,13.0,28.0,46.4,15.0,2.0,351.0,2139.0,1183.0,446.0,334.0,74.9,19.0,13.0,0.0,23.0,13.0,2.0,1.0,1.0,0.0,74.0,10.0,15.0,40.0
107,Samuel Chukwueze,ng NGA,"MF,FW",Villarreal,20,1999,36.0,20.0,2020.0,3.0,2.0,0.0,0.0,2.0,0.0,0.13,0.09,0.22,0.13,0.22,3.5,3.5,3.3,0.16,0.15,0.3,0.16,0.3,22.4,50.0,11.0,0.0,22.0,2.23,0.49,0.06,0.27,0.07,-0.5,-0.5,553.0,750.0,73.7,10360.0,2682.0,11.0,48.0,22.9,419.0,525.0,79.8,123.0,177.0,69.5,-1.3,35.0,36.0,33.0,9.0,90.0,737.0,13.0,0.0,5.0,154.0,21.0,36.0,3.0,0.0,0.0,0.0,499.0,129.0,122.0,683.0,21.0,26.0,8.0,5.0,2.0,13.0,20.0,41.0,96.0,4.28,69.0,0.0,13.0,3.0,11.0,14.0,0.62,7.0,0.0,3.0,1.0,3.0,0.0,18.0,15.0,8.0,5.0,5.0,7.0,21.0,33.3,14.0,347.0,97.0,28.0,75.0,157.0,115.0,29.0,1.0,0.0,28.0,11.0,8.0,1.0,1066.0,14.0,119.0,526.0,525.0,124.0,1053.0,60.0,99.0,60.6,62.0,3.0,874.0,7219.0,4990.0,1106.0,823.0,74.4,71.0,47.0,0.0,16.0,50.0,12.0,2.0,0.0,0.0,150.0,11.0,30.0,26.8
108,Churripi,es ESP,GK,Valladolid,25,1994,3.0,3.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,99.0,35.4,1422.0,1098.0,0.0,1.0,0.0,14.0,15.0,93.3,21.0,83.0,25.3,0.0,0.0,2.0,0.0,0.0,0.0,62.0,37.0,13.0,0.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0,77.0,5.0,68.0,0.0,0.0,11.0,2.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,108.0,94.0,108.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,50.0,416.0,268.0,34.0,33.0,97.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0
109,Jasper Cillessen,nl NED,GK,Valencia,30,1989,24.0,24.0,2096.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04,0.04,0.0,0.04,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474.0,759.0,62.5,14582.0,9803.0,6.0,7.0,85.7,256.0,259.0,98.8,212.0,493.0,43.0,0.9,1.0,2.0,0.0,0.0,0.0,495.0,264.0,57.0,0.0,78.0,21.0,0.0,0.0,0.0,0.0,0.0,307.0,43.0,409.0,75.0,509.0,0.0,0.0,134.0,7.0,40.0,1.0,2.0,3.0,0.13,2.0,1.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,806.0,748.0,803.0,4.0,0.0,0.0,547.0,0.0,0.0,0.0,0.0,0.0,357.0,1662.0,1117.0,290.0,288.0,99.3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0
110,Óscar Clemente,es ESP,MF,Atlético Madrid,20,1999,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,33.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,15.0,5.0,3.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,Carlos Clerc,es ESP,DF,Levante,27,1992,23.0,20.0,1848.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.1,0.1,0.0,0.1,0.2,0.2,1.9,0.01,0.09,0.1,0.01,0.1,20.5,4.0,2.0,0.0,50.0,0.19,0.1,0.0,0.0,0.05,-0.2,-0.2,709.0,968.0,73.2,11856.0,5168.0,7.0,39.0,17.9,610.0,712.0,85.7,92.0,217.0,42.4,0.1,10.0,44.0,7.0,4.0,107.0,767.0,201.0,16.0,1.0,144.0,31.0,59.0,0.0,0.0,0.0,0.0,476.0,247.0,245.0,671.0,33.0,61.0,185.0,3.0,5.0,24.0,11.0,38.0,22.0,1.07,16.0,5.0,0.0,0.0,1.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0,37.0,19.0,18.0,17.0,2.0,12.0,25.0,48.0,13.0,256.0,75.0,29.3,115.0,108.0,33.0,48.0,10.0,0.0,38.0,24.0,69.0,0.0,1188.0,84.0,446.0,559.0,263.0,14.0,993.0,25.0,39.0,64.1,26.0,2.0,645.0,4371.0,2554.0,700.0,637.0,91.0,20.0,9.0,0.0,24.0,20.0,2.0,0.0,0.0,0.0,173.0,27.0,27.0,50.0
112,Coke,es ESP,DF,Levante,32,1987,17.0,11.0,989.0,1.0,0.0,0.0,0.0,3.0,0.0,0.09,0.0,0.09,0.09,0.09,0.6,0.6,0.4,0.05,0.03,0.09,0.05,0.09,11.0,8.0,2.0,0.0,25.0,0.73,0.18,0.13,0.5,0.07,0.4,0.4,463.0,577.0,80.2,8864.0,3653.0,6.0,29.0,20.7,353.0,395.0,89.4,104.0,153.0,68.0,-0.4,7.0,26.0,8.0,3.0,62.0,472.0,105.0,8.0,0.0,90.0,17.0,26.0,0.0,0.0,0.0,0.0,284.0,180.0,113.0,62.0,389.0,18.0,97.0,1.0,1.0,11.0,5.0,26.0,17.0,1.55,13.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,15.0,15.0,7.0,3.0,9.0,26.0,34.6,17.0,120.0,37.0,30.8,64.0,41.0,15.0,16.0,3.0,0.0,13.0,13.0,31.0,0.0,697.0,49.0,251.0,307.0,186.0,24.0,592.0,15.0,27.0,55.6,17.0,0.0,408.0,2250.0,1234.0,440.0,397.0,90.2,15.0,6.0,0.0,17.0,11.0,1.0,0.0,0.0,0.0,110.0,17.0,11.0,60.7
113,Álex Collado,es ESP,DF,Barcelona,20,1999,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,90.0,127.0,7.0,1.0,1.0,100.0,7.0,8.0,87.5,1.0,1.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.0,6.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,8.0,42.0,21.0,9.0,9.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0
114,Francis Coquelin,fr FRA,MF,Valencia,28,1991,26.0,21.0,1905.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.02,0.01,0.03,0.02,0.03,21.2,10.0,1.0,0.0,10.0,0.47,0.05,0.0,0.0,0.04,-0.4,-0.4,885.0,984.0,89.9,17359.0,3670.0,12.0,20.0,60.0,672.0,711.0,94.5,201.0,253.0,79.4,-0.2,7.0,87.0,8.0,0.0,60.0,958.0,26.0,23.0,0.0,151.0,47.0,3.0,0.0,0.0,0.0,0.0,730.0,110.0,144.0,141.0,793.0,31.0,3.0,3.0,1.0,19.0,14.0,7.0,17.0,0.8,15.0,0.0,0.0,1.0,1.0,2.0,0.09,0.0,0.0,0.0,1.0,1.0,0.0,34.0,24.0,20.0,13.0,1.0,11.0,31.0,35.5,20.0,285.0,79.0,27.7,145.0,115.0,25.0,30.0,10.0,0.0,20.0,40.0,32.0,0.0,1184.0,68.0,347.0,734.0,167.0,19.0,1162.0,21.0,29.0,72.4,21.0,0.0,843.0,3737.0,1723.0,859.0,810.0,94.3,19.0,23.0,1.0,34.0,28.0,2.0,1.0,1.0,0.0,202.0,21.0,10.0,67.7
115,Sébastien Corchia,fr FRA,DF,Espanyol,28,1990,3.0,3.0,269.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.04,0.15,0.2,0.04,0.2,3.0,3.0,1.0,0.0,33.3,1.0,0.33,0.0,0.0,0.04,-0.1,-0.1,149.0,186.0,80.1,2694.0,969.0,1.0,10.0,10.0,123.0,132.0,93.2,25.0,44.0,56.8,-0.5,7.0,6.0,7.0,3.0,28.0,151.0,35.0,0.0,0.0,14.0,4.0,25.0,3.0,0.0,3.0,0.0,109.0,39.0,38.0,12.0,141.0,1.0,32.0,0.0,0.0,5.0,1.0,12.0,11.0,3.68,6.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,3.0,33.3,2.0,17.0,5.0,29.4,7.0,5.0,5.0,12.0,1.0,0.0,11.0,5.0,6.0,0.0,233.0,8.0,47.0,95.0,100.0,4.0,198.0,6.0,10.0,60.0,6.0,0.0,155.0,733.0,438.0,175.0,159.0,90.9,3.0,6.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
116,Iñigo Córdoba,es ESP,FW,Athletic Club,22,1997,24.0,21.0,1442.0,1.0,4.0,0.0,0.0,4.0,0.0,0.06,0.25,0.31,0.06,0.31,1.5,1.5,1.1,0.09,0.07,0.16,0.09,0.16,16.0,25.0,8.0,0.0,32.0,1.56,0.5,0.04,0.13,0.06,-0.5,-0.5,316.0,458.0,69.0,4632.0,1230.0,14.0,41.0,34.1,271.0,340.0,79.7,31.0,77.0,40.3,2.9,14.0,20.0,13.0,6.0,32.0,451.0,7.0,2.0,1.0,107.0,11.0,36.0,1.0,0.0,0.0,1.0,308.0,79.0,71.0,291.0,129.0,16.0,4.0,4.0,2.0,18.0,8.0,26.0,32.0,2.0,27.0,1.0,2.0,1.0,1.0,6.0,0.37,6.0,0.0,0.0,0.0,0.0,0.0,26.0,14.0,14.0,11.0,1.0,10.0,52.0,19.2,42.0,399.0,104.0,26.1,121.0,168.0,110.0,39.0,1.0,0.0,38.0,16.0,11.0,0.0,652.0,12.0,138.0,271.0,282.0,37.0,645.0,17.0,32.0,53.1,18.0,0.0,437.0,2334.0,1275.0,605.0,442.0,73.1,34.0,20.0,0.0,26.0,14.0,4.0,0.0,0.0,0.0,106.0,17.0,18.0,48.6
117,Ángel Correa,ar ARG,"MF,FW",Atlético Madrid,24,1995,33.0,22.0,2061.0,5.0,6.0,0.0,0.0,5.0,0.0,0.22,0.26,0.48,0.22,0.48,6.6,6.6,4.2,0.29,0.18,0.47,0.29,0.47,22.9,44.0,17.0,1.0,38.6,1.92,0.74,0.11,0.29,0.15,-1.6,-1.6,454.0,603.0,75.3,6249.0,1531.0,27.0,50.0,54.0,385.0,471.0,81.7,42.0,82.0,51.2,1.8,29.0,27.0,21.0,2.0,47.0,591.0,12.0,1.0,4.0,143.0,7.0,35.0,8.0,0.0,2.0,4.0,398.0,111.0,94.0,101.0,454.0,28.0,0.0,7.0,7.0,8.0,10.0,20.0,64.0,2.79,51.0,0.0,6.0,4.0,3.0,10.0,0.44,8.0,0.0,2.0,0.0,0.0,0.0,23.0,15.0,8.0,5.0,10.0,6.0,40.0,15.0,34.0,410.0,123.0,30.0,71.0,189.0,150.0,39.0,6.0,0.0,33.0,14.0,20.0,0.0,942.0,29.0,133.0,384.0,488.0,139.0,930.0,41.0,74.0,55.4,46.0,2.0,696.0,3619.0,2197.0,917.0,666.0,72.6,79.0,61.0,0.0,26.0,41.0,9.0,0.0,0.0,0.0,147.0,16.0,37.0,30.2
118,Rober Correa,es ESP,DF,Eibar,26,1992,12.0,11.0,929.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.02,0.02,0.04,0.02,0.04,10.3,5.0,2.0,0.0,40.0,0.48,0.19,0.0,0.0,0.03,-0.2,-0.2,381.0,513.0,74.3,7041.0,2947.0,9.0,24.0,37.5,289.0,345.0,83.8,83.0,144.0,57.6,-0.2,6.0,32.0,7.0,3.0,76.0,375.0,138.0,5.0,0.0,73.0,13.0,32.0,0.0,0.0,0.0,0.0,231.0,115.0,167.0,36.0,275.0,44.0,133.0,2.0,1.0,19.0,7.0,19.0,16.0,1.55,11.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,10.0,4.0,2.0,7.0,14.0,50.0,7.0,93.0,25.0,26.9,30.0,42.0,21.0,21.0,5.0,0.0,16.0,17.0,49.0,0.0,628.0,39.0,155.0,327.0,185.0,8.0,493.0,5.0,7.0,71.4,5.0,0.0,283.0,1670.0,778.0,310.0,271.0,87.4,10.0,6.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,127.0,33.0,24.0,57.9
119,Thierry Correia,pt POR,DF,Valencia,20,1999,4.0,3.0,259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.03,0.03,0.0,0.03,2.9,1.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.01,0.0,0.0,107.0,134.0,79.9,2069.0,892.0,2.0,10.0,20.0,82.0,89.0,92.1,23.0,35.0,65.7,-0.1,2.0,10.0,2.0,1.0,19.0,102.0,32.0,3.0,0.0,17.0,1.0,3.0,0.0,0.0,0.0,0.0,70.0,32.0,32.0,7.0,90.0,7.0,29.0,1.0,2.0,2.0,1.0,7.0,4.0,1.39,2.0,2.0,0.0,0.0,0.0,1.0,0.35,0.0,1.0,0.0,0.0,0.0,0.0,7.0,5.0,5.0,2.0,0.0,1.0,3.0,33.3,2.0,32.0,15.0,46.9,20.0,11.0,1.0,6.0,0.0,0.0,6.0,2.0,13.0,0.0,172.0,12.0,61.0,96.0,24.0,0.0,141.0,1.0,2.0,50.0,1.0,0.0,88.0,448.0,286.0,101.0,92.0,91.1,4.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,21.0,0.0,4.0,0.0
120,Antonio Cortés,es ESP,"FW,MF",Granada,19,2000,8.0,2.0,181.0,1.0,0.0,0.0,0.0,2.0,0.0,0.5,0.0,0.5,0.5,0.5,0.8,0.8,0.2,0.38,0.1,0.48,0.38,0.48,2.0,3.0,2.0,0.0,66.7,1.49,0.99,0.33,0.5,0.25,0.2,0.2,19.0,38.0,50.0,243.0,47.0,2.0,6.0,33.3,16.0,29.0,55.2,1.0,3.0,33.3,-0.2,2.0,1.0,0.0,0.0,1.0,37.0,1.0,0.0,0.0,19.0,0.0,4.0,0.0,0.0,0.0,0.0,19.0,17.0,2.0,2.0,27.0,2.0,1.0,2.0,0.0,1.0,3.0,5.0,5.0,2.49,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,41.0,12.0,29.3,6.0,13.0,22.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,68.0,0.0,8.0,28.0,37.0,6.0,67.0,4.0,9.0,44.4,4.0,0.0,53.0,344.0,165.0,86.0,48.0,55.8,7.0,5.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,12.0,4.0,7.0,36.4
121,Diego Costa,es ESP,FW,Atlético Madrid,30,1988,23.0,14.0,1350.0,5.0,4.0,2.0,3.0,5.0,0.0,0.33,0.27,0.6,0.2,0.47,6.9,4.6,1.8,0.46,0.12,0.58,0.31,0.43,15.0,33.0,8.0,0.0,24.2,2.2,0.53,0.09,0.38,0.14,-1.9,-1.6,260.0,366.0,71.0,3946.0,695.0,11.0,37.0,29.7,213.0,279.0,76.3,36.0,50.0,72.0,2.2,13.0,18.0,13.0,2.0,28.0,352.0,14.0,0.0,2.0,120.0,3.0,5.0,0.0,0.0,0.0,0.0,206.0,89.0,71.0,29.0,250.0,28.0,3.0,15.0,0.0,3.0,6.0,26.0,28.0,1.87,19.0,0.0,2.0,4.0,3.0,5.0,0.33,4.0,0.0,0.0,1.0,0.0,0.0,10.0,9.0,2.0,5.0,3.0,2.0,10.0,20.0,8.0,200.0,59.0,29.5,18.0,94.0,88.0,14.0,3.0,0.0,11.0,3.0,12.0,0.0,533.0,16.0,43.0,262.0,250.0,72.0,517.0,15.0,27.0,55.6,16.0,1.0,338.0,1766.0,734.0,749.0,411.0,54.9,41.0,21.0,0.0,20.0,20.0,19.0,0.0,0.0,1.0,56.0,58.0,84.0,40.8
122,Jaume Costa,es ESP,DF,Valencia,31,1988,19.0,15.0,1389.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.06,0.06,0.0,0.06,0.1,0.1,0.6,0.0,0.04,0.04,0.0,0.04,15.4,2.0,1.0,0.0,50.0,0.13,0.06,0.0,0.0,0.03,-0.1,-0.1,672.0,818.0,82.2,12027.0,4123.0,4.0,16.0,25.0,562.0,625.0,89.9,106.0,177.0,59.9,0.4,8.0,46.0,8.0,3.0,80.0,691.0,127.0,16.0,0.0,80.0,10.0,30.0,0.0,0.0,0.0,0.0,520.0,136.0,162.0,496.0,172.0,32.0,111.0,1.0,3.0,9.0,12.0,22.0,18.0,1.17,15.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,18.0,16.0,8.0,2.0,12.0,28.0,42.9,16.0,149.0,39.0,26.2,78.0,51.0,20.0,37.0,6.0,0.0,31.0,25.0,64.0,0.0,981.0,69.0,316.0,487.0,241.0,17.0,858.0,12.0,19.0,63.2,12.0,1.0,594.0,3065.0,1724.0,666.0,614.0,92.2,9.0,6.0,0.0,20.0,20.0,2.0,0.0,0.0,0.0,98.0,18.0,18.0,50.0
